DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
21/05/2022,26,12,10,12,21,26,0,74,10,1025,3.625,26,12,12,113,113,113,0,5,14.5,météo favorable,21:34:00,06:02:00,12
22/05/2022,24,13,17,13,21,21,0.1,81,10,1019,44.875,25,13,13,119,116,176,0,5,13.5,météo favorable,21:35:00,06:01:00,13
23/05/2022,19,15,22,17,16,18,2.5,97,10,1006,74.875,19,16,16,353,353,176,0,4,13.5,météo défavorable,21:36:00,06:00:00,16
24/05/2022,19,10,16,10,17,18,0.5,96,9.375,1012,51.25,19,10,8,353,119,116,0,4,15.8,météo correcte,21:37:00,05:59:00,11
25/05/2022,21,10,18,10,20,20,0,81,10,1020,25.625,21,9,10,113,113,119,0,5,15.6,météo favorable,21:39:00,05:58:00,10
26/05/2022,23,13,12,13,21,22,0,82,10,1025,40.25,25,13,12,113,113,119,0,4,15.8,météo favorable,21:40:00,05:57:00,15
27/05/2022,24,12,13,12,19,21,0,86,10,1026,31.875,25,12,12,116,119,113,0,5,15.6,météo correcte,21:41:00,05:56:00,13
28/05/2022,20,10,13,10,19,19,0,77,10,1027,14.25,20,8,9,113,113,116,0,5,15.9,météo favorable,21:42:00,05:55:00,10
29/05/2022,16,7,15,7,13,14,0,81,10,1021,31.875,16,5,5,113,119,116,0,4,15.9,météo correcte,21:43:00,05:54:00,8
30/05/2022,19,7,13,7,17,19,0,78,10,1015,21.125,19,6,4,113,113,116,0,4,15.9,météo favorable,21:44:00,05:53:00,7
31/05/2022,21,13,11,13,21,20,0,59,10,1017,31.125,23,8,13,113,113,113,0,4,15.9,météo favorable,21:45:00,05:53:00,13
01/06/2022,23,10,8,11,20,22,0,78,10,1019,9.75,24,8,11,113,113,113,0,5,15.9,météo favorable,21:46:00,05:52:00,10
02/06/2022,24,11,16,11,22,23,0,74,10,1020,13.5,25,11,9,113,116,113,0,5,16,météo favorable,21:47:00,05:51:00,11
03/06/2022,25,14,8,14,24,25,0.1,71,10,1017,27.75,26,16,14,113,113,116,0,6,16,météo favorable,21:48:00,05:51:00,14
04/06/2022,29,16,13,16,28,28,2,94,7.5,1017,47,29,17,16,143,113,200,0,5,15.6,météo favorable,21:49:00,05:50:00,16
05/06/2022,25,17,15,17,25,23,3.7,95,9.75,1017,68,26,17,17,386,200,386,0,5,13.8,météo défavorable,21:50:00,05:50:00,18
06/06/2022,23,13,15,13,21,22,0,84,10,1019,35.5,24,12,13,113,116,116,0,5,16,météo favorable,21:50:00,05:49:00,14
07/06/2022,22,14,15,14,20,19,0.6,94,9.875,1017,78.5,24,16,14,353,116,176,0,4,13.8,météo défavorable,21:51:00,05:49:00,15
08/06/2022,22,14,19,14,16,19,3,97,9.875,1015,70,25,15,12,122,353,176,0,5,12.9,météo défavorable,21:52:00,05:48:00,14
09/06/2022,20,12,21,12,18,19,0.8,86,10,1020,46.375,20,10,10,116,353,176,0,5,13.8,météo correcte,21:53:00,05:48:00,12
10/06/2022,29,14,13,14,24,27,0,82,10,1023,36.625,29,14,14,113,116,113,0,5,16.1,météo favorable,21:53:00,05:48:00,15
11/06/2022,28,16,9,16,25,25,0,85,10,1024,24.25,28,15,16,113,119,116,0,6,16.1,météo correcte,21:54:00,05:47:00,16
12/06/2022,27,13,12,13,25,23,0,73,10,1026,22.125,26,10,12,116,113,122,0,6,16.1,météo favorable,21:54:00,05:47:00,13
13/06/2022,26,12,10,12,22,25,0,79,10,1026,0.875,26,11,12,113,113,113,0,6,16.1,météo favorable,21:55:00,05:47:00,12
14/06/2022,28,13,13,13,23,27,0,72,10,1023,23.25,27,11,12,116,122,113,0,6,16.1,météo correcte,21:56:00,05:47:00,13
15/06/2022,33,15,9,15,30,31,0,71,10,1018,6.75,32,14,15,113,113,113,0,7,16.1,météo idéale,21:56:00,05:47:00,15
16/06/2022,31,17,11,17,29,28,0,74,10,1022,5.25,30,14,17,113,113,113,0,7,16.1,météo idéale,21:56:00,05:47:00,17
17/06/2022,36,18,12,18,33,35,0,65,10,1023,3.25,36,14,18,113,113,113,0,7,16.1,météo favorable,21:57:00,05:47:00,18
18/06/2022,42,23,11,23,39,40,0,52,10,1021,4.75,42,14,23,113,113,113,0,8,16.1,météo correcte,21:57:00,05:47:00,23
19/06/2022,33,19,12,19,32,31,0,77,10,1011,12,34,18,19,113,113,113,0,7,16.1,météo idéale,21:57:00,05:47:00,22
20/06/2022,27,13,15,13,23,26,0.4,83,10,1018,45.25,26,15,12,119,113,113,0,5,15.6,météo favorable,21:58:00,05:47:00,14
21/06/2022,29,15,11,15,24,25,0,64,10,1016,23.375,30,16,14,116,113,119,0,6,16.1,météo idéale,21:58:00,05:47:00,15
22/06/2022,30,17,8,17,28,29,0.1,81,10,1011,28,30,17,17,113,113,116,0,6,16.1,météo idéale,21:58:00,05:47:00,17
23/06/2022,31,18,11,18,29,30,0.1,84,9.875,1011,31.375,30,16,18,113,116,113,0,6,16.1,météo favorable,21:58:00,05:48:00,19
24/06/2022,24,16,21,16,23,23,0.5,95,9.875,1010,64,25,16,16,353,176,116,0,5,14.7,météo correcte,21:58:00,05:48:00,17
25/06/2022,19,15,15,16,19,17,1.1,92,9,1012,68.75,19,16,16,119,122,353,0,5,13.9,météo défavorable,21:58:00,05:48:00,16
26/06/2022,21,12,9,12,20,21,0,84,10,1017,35,24,12,12,113,116,116,0,5,16.1,météo favorable,21:58:00,05:49:00,12
27/06/2022,25,15,13,15,21,24,0,85,10,1021,30.625,24,13,14,119,113,113,0,6,16.1,météo favorable,21:58:00,05:49:00,15
28/06/2022,29,13,11,13,26,28,0,71,10,1022,9.5,28,9,13,113,113,113,0,6,16.1,météo favorable,21:58:00,05:50:00,13
29/06/2022,28,16,10,16,24,28,0,59,10,1016,12.5,27,10,16,113,113,113,0,6,16.1,météo idéale,21:58:00,05:50:00,17
30/06/2022,18,13,15,13,14,18,5.8,96,7.25,1016,73.125,18,14,13,296,296,176,0,3,12.9,météo défavorable,21:58:00,05:51:00,15
01/07/2022,23,11,14,11,20,22,0.1,85,10,1021,32.5,24,11,10,113,119,113,0,4,16.1,météo correcte,21:58:00,05:51:00,11
02/07/2022,29,14,9,14,25,28,0,68,10,1022,7.5,28,10,14,113,113,113,0,6,16.1,météo favorable,21:57:00,05:52:00,14
03/07/2022,27,14,10,14,25,26,0,75,10,1022,10.625,26,12,14,113,113,113,0,6,16,météo favorable,21:57:00,05:53:00,14
04/07/2022,27,14,9,14,24,26,0,74,10,1023,7,26,10,14,113,113,113,0,6,16,météo favorable,21:57:00,05:53:00,14
05/07/2022,27,14,10,14,25,26,0,71,10,1025,8.625,26,10,14,113,113,113,0,6,16,météo favorable,21:56:00,05:54:00,14
06/07/2022,27,13,10,13,25,26,0,63,10,1028,13.75,26,12,13,113,113,116,0,6,16,météo favorable,21:56:00,05:55:00,14
07/07/2022,25,16,20,16,22,22,0,79,10,1029,22.875,25,13,16,116,119,113,0,6,16,météo correcte,21:55:00,05:56:00,16
08/07/2022,27,11,15,11,23,26,0,81,10,1032,2.25,26,12,10,113,113,113,0,6,16,météo favorable,21:55:00,05:56:00,12
09/07/2022,31,17,14,17,30,29,0,65,10,1029,9.5,30,13,17,113,113,113,0,7,16,météo idéale,21:54:00,05:57:00,17
10/07/2022,27,13,18,13,23,26,0,74,10,1027,5.25,26,11,12,113,113,113,0,6,16,météo favorable,21:54:00,05:58:00,14
11/07/2022,31,16,14,16,30,30,0,73,10,1024,5.25,29,13,16,113,113,113,0,7,15.9,météo idéale,21:53:00,05:59:00,17
12/07/2022,37,19,6,19,33,35,0,54,10,1023,23,35,11,19,119,113,113,0,7,15.5,météo favorable,21:52:00,06:00:00,20
13/07/2022,40,22,12,22,38,35,0,39,10,1022,11,40,10,22,113,113,113,0,8,14.5,météo correcte,21:51:00,06:01:00,22
14/07/2022,33,21,18,21,32,31,0,56,10,1020,6.75,31,12,21,113,113,113,0,7,14.5,météo idéale,21:51:00,06:02:00,21
15/07/2022,30,15,12,15,27,29,0,58,10,1024,1.625,28,8,15,113,113,113,0,6,14.5,météo idéale,21:50:00,06:03:00,16
16/07/2022,33,16,12,16,30,30,0,51,10,1024,2.5,31,9,16,113,113,113,0,7,14.5,météo idéale,21:49:00,06:04:00,17
17/07/2022,36,17,13,17,33,33,0,54,10,1025,2.125,34,9,17,113,113,113,0,7,14.5,météo idéale,21:48:00,06:05:00,18
18/07/2022,43,22,12,22,40,40,0,30,10,1022,0.875,44,7,22,113,113,113,0,8,14.5,météo défavorable,21:47:00,06:06:00,22
19/07/2022,42,24,21,24,41,41,0,37,9.875,1017,6.875,43,13,24,113,113,113,0,9,14.5,météo correcte,21:46:00,06:07:00,26
20/07/2022,27,19,18,21,20,26,2.5,83,9.625,1019,59,27,17,20,176,353,176,0,6,11.6,météo correcte,21:45:00,06:08:00,21
21/07/2022,30,18,10,18,27,28,0,82,10,1021,37.25,30,15,18,113,119,113,0,6,13.5,météo correcte,21:44:00,06:10:00,19
22/07/2022,30,17,10,17,25,26,0.3,77,10,1020,29.25,30,16,17,113,116,116,0,6,13.5,météo favorable,21:43:00,06:11:00,18
23/07/2022,31,18,11,18,28,29,0.5,93,10,1020,47.625,31,17,18,353,113,113,0,6,13.5,météo favorable,21:42:00,06:12:00,19
24/07/2022,36,19,10,19,33,35,0,74,10,1020,7.625,35,14,19,113,113,113,0,7,14.5,météo favorable,21:40:00,06:13:00,19
25/07/2022,32,20,24,20,26,28,0.1,66,10,1015,32.125,31,13,20,176,116,116,0,7,14.5,météo favorable,21:39:00,06:14:00,23
26/07/2022,26,16,12,16,22,26,0,79,10,1018,39.375,25,13,16,116,122,113,0,6,13.5,météo correcte,21:38:00,06:16:00,17
27/07/2022,29,14,15,14,25,27,0,62,10,1020,8.75,27,8,13,113,113,113,0,6,14.5,météo favorable,21:37:00,06:17:00,16
28/07/2022,30,16,9,16,27,26,0,46,10,1015,47.25,28,7,16,113,116,122,0,6,12.5,météo favorable,21:35:00,06:18:00,17
29/07/2022,31,19,9,19,29,30,0,50,10,1017,41.5,29,10,19,116,116,113,0,6,14.5,météo favorable,21:34:00,06:20:00,21
30/07/2022,33,18,8,18,32,31,0,53,10,1020,30,31,11,18,113,113,119,0,7,13.5,météo favorable,21:32:00,06:21:00,19
31/07/2022,29,18,18,18,29,28,0,76,10,1020,24.25,29,15,18,113,116,116,0,6,13.5,météo favorable,21:31:00,06:22:00,19
01/08/2022,30,19,10,19,28,29,0,78,9.875,1019,22.375,30,15,19,113,116,116,0,7,14.5,météo favorable,21:30:00,06:24:00,19
02/08/2022,36,19,9,19,32,34,0,55,10,1018,11.25,36,14,19,113,113,113,0,7,14.5,météo favorable,21:28:00,06:25:00,20
03/08/2022,39,20,6,20,37,38,0,65,10,1016,7.125,39,14,20,113,113,113,0,8,14.5,météo favorable,21:27:00,06:26:00,21
04/08/2022,34,21,14,21,32,33,0,65,10,1014,23.375,33,14,21,116,116,113,0,7,14.5,météo favorable,21:25:00,06:28:00,22
05/08/2022,30,17,15,17,29,28,0.5,76,9.875,1022,26.875,28,13,17,176,113,113,0,5,14.5,météo idéale,21:23:00,06:29:00,18
06/08/2022,28,14,19,14,25,27,0,50,10,1025,2.25,26,5,13,113,113,113,0,6,14.5,météo favorable,21:22:00,06:30:00,15
07/08/2022,30,14,17,14,27,29,0,59,10,1024,0.5,27,6,13,113,113,113,0,6,14.5,météo favorable,21:20:00,06:32:00,16
08/08/2022,31,15,16,15,29,31,0,59,10,1023,0.75,29,7,15,113,113,113,0,7,14.5,météo idéale,21:19:00,06:33:00,17
09/08/2022,33,17,16,17,31,32,0,65,10,1024,2.625,31,10,17,113,113,113,0,7,14.5,météo idéale,21:17:00,06:34:00,18
10/08/2022,35,19,14,19,35,34,0,52,10,1023,5,34,9,19,113,113,113,0,7,14.5,météo idéale,21:15:00,06:36:00,21
11/08/2022,35,21,21,21,35,34,0,34,10,1018,1.125,33,6,21,113,113,113,0,8,14.5,météo idéale,21:13:00,06:37:00,23
12/08/2022,36,21,18,21,34,35,0,32,10,1016,0.25,35,5,21,113,113,113,0,8,14.5,météo favorable,21:12:00,06:39:00,23
13/08/2022,38,21,10,21,35,36,0,32,10,1015,1.375,36,7,21,113,113,113,0,8,14.5,météo favorable,21:10:00,06:40:00,23
14/08/2022,34,22,11,22,33,30,1.1,34,10,1011,33.5,32,16,22,113,113,176,0,7,12.4,météo favorable,21:08:00,06:42:00,23
15/08/2022,28,19,19,21,23,28,0,72,10,1005,52.375,27,14,19,119,116,116,0,6,13.4,météo favorable,21:06:00,06:43:00,21
16/08/2022,28,19,14,19,25,24,0.3,70,9.875,1008,47.375,28,15,19,116,116,116,0,5,14.5,météo favorable,21:04:00,06:44:00,20
17/08/2022,31,18,10,18,28,25,0.8,79,9.5,1013,48.125,30,16,18,200,176,386,0,6,11.3,météo favorable,21:03:00,06:46:00,19
18/08/2022,30,18,10,18,30,29,0.2,77,10,1015,24.25,30,16,18,113,113,113,0,6,14.5,météo idéale,21:01:00,06:47:00,19
19/08/2022,27,18,14,18,27,25,0.4,78,9.875,1018,47,27,17,18,113,119,176,0,6,8.2,météo correcte,20:59:00,06:49:00,19
20/08/2022,26,15,11,15,25,25,2.1,84,10,1020,22.375,26,17,15,113,113,116,0,5,11.6,météo idéale,20:57:00,06:50:00,17
21/08/2022,30,16,3,16,25,27,0,69,10,1019,11,29,12,16,113,113,116,0,6,11.6,météo idéale,20:55:00,06:51:00,17
22/08/2022,27,19,10,19,24,27,0,57,10,1015,50.75,26,13,19,116,116,116,0,5,11.6,météo favorable,20:53:00,06:53:00,19
23/08/2022,31,19,4,19,31,29,0,81,10,1016,32.875,31,17,19,113,113,116,0,6,11.6,météo favorable,20:51:00,06:54:00,20
24/08/2022,37,21,5,21,33,34,0,57,10,1016,15.75,36,13,21,113,113,113,0,8,11.6,météo favorable,20:49:00,06:56:00,22
25/08/2022,34,22,13,23,34,26,0,39,10,1016,24.75,33,16,23,113,113,116,0,7,11.6,météo idéale,20:47:00,06:57:00,24
26/08/2022,28,18,14,18,27,25,0.1,80,10,1017,42.375,28,15,18,116,116,116,0,5,10.4,météo favorable,20:45:00,06:59:00,20
27/08/2022,30,16,12,16,25,28,0,78,10,1017,9,28,14,16,113,113,113,0,6,11.6,météo idéale,20:43:00,07:00:00,18
28/08/2022,31,15,13,15,28,27,0,71,10,1017,6.75,29,11,15,113,113,113,0,6,11.6,météo idéale,20:41:00,07:02:00,17
29/08/2022,29,16,17,16,26,27,0,56,10,1017,11.625,28,9,16,113,113,113,0,6,11.6,météo idéale,20:39:00,07:03:00,17
30/08/2022,31,16,14,16,26,28,0,58,10,1017,5.375,30,11,16,113,113,113,0,6,11.6,météo idéale,20:37:00,07:04:00,17
31/08/2022,30,16,6,16,28,29,0,76,10,1020,12.5,29,13,16,113,113,113,0,6,11.6,météo idéale,20:35:00,07:06:00,16
01/09/2022,29,17,18,17,27,28,0,71,10,1017,16.125,27,12,17,113,113,113,0,6,11.6,météo idéale,20:33:00,07:07:00,19
02/09/2022,26,17,12,17,22,24,1.5,86,9.75,1013,69.625,26,16,17,176,353,176,0,5,7.9,météo défavorable,20:31:00,07:09:00,19
03/09/2022,25,17,13,17,21,25,0.4,88,9.875,1012,58.375,26,15,17,119,122,116,0,5,7.8,météo correcte,20:29:00,07:10:00,18
04/09/2022,32,16,9,16,29,29,0,75,10,1016,23.625,30,13,16,113,113,116,0,7,10.3,météo idéale,20:27:00,07:12:00,17
05/09/2022,25,19,14,20,23,25,3.1,66,9.625,1018,69.25,27,20,20,176,176,176,0,6,6.6,météo défavorable,20:25:00,07:13:00,20
06/09/2022,30,17,13,17,25,27,0.4,81,10,1017,36.625,29,16,17,176,116,116,0,5,11.6,météo favorable,20:23:00,07:14:00,18
07/09/2022,25,17,19,17,22,20,0.5,76,9.875,1015,57.75,25,13,17,176,116,176,0,6,10.3,météo correcte,20:20:00,07:16:00,19
08/09/2022,22,15,21,15,21,22,0.4,87,9.75,1012,70.375,24,13,15,116,176,176,0,4,6.5,météo défavorable,20:18:00,07:17:00,16
09/09/2022,21,15,22,15,20,20,0.4,86,10,1012,67.5,24,13,14,122,119,353,0,5,6.5,météo défavorable,20:16:00,07:19:00,15
10/09/2022,22,15,15,15,20,22,0,77,10,1017,61.375,24,12,15,119,122,116,0,5,7.8,météo correcte,20:14:00,07:20:00,15
11/09/2022,26,14,7,14,23,25,0,83,10,1018,17.625,26,12,15,113,113,113,0,6,11.6,météo favorable,20:12:00,07:22:00,16
12/09/2022,30,16,12,16,29,29,0,73,10,1015,10,28,12,16,113,113,113,0,6,11.6,météo idéale,20:10:00,07:23:00,17
13/09/2022,29,22,6,22,23,27,0.1,46,10,1009,48,29,19,22,119,116,116,0,6,11.6,météo favorable,20:08:00,07:24:00,22
14/09/2022,27,18,12,18,22,24,3.5,93,9.625,1007,70.5,28,18,18,176,353,176,0,5,7.7,météo défavorable,20:06:00,07:26:00,19
15/09/2022,25,18,13,18,23,23,0.3,84,10,1011,59.5,25,17,18,176,113,113,0,5,11.6,météo correcte,20:04:00,07:27:00,18
16/09/2022,18,13,11,14,16,17,0,74,10,1017,38.625,18,11,13,113,116,116,0,5,10.3,météo favorable,20:02:00,07:29:00,15
17/09/2022,17,11,21,11,14,15,0.1,75,10,1023,49.375,17,8,9,116,176,116,0,4,9,météo correcte,20:00:00,07:30:00,11
18/09/2022,17,10,19,10,17,16,0,67,10,1021,52.75,17,7,9,113,116,122,0,4,7.5,météo correcte,19:57:00,07:31:00,11
19/09/2022,19,11,10,11,17,18,0,67,10,1025,41.125,19,6,11,113,116,116,0,5,11.6,météo favorable,19:55:00,07:33:00,12
20/09/2022,18,10,13,10,17,18,0,67,10,1025,37.25,18,7,10,113,113,122,0,5,7.5,météo favorable,19:53:00,07:34:00,11
21/09/2022,21,11,13,11,19,20,0,71,10,1026,8,23,8,10,113,113,113,0,5,11.6,météo favorable,19:51:00,07:36:00,12
22/09/2022,21,11,10,11,19,20,0,56,10,1024,27.125,23,3,11,113,119,116,0,5,10.2,météo correcte,19:49:00,07:37:00,12
23/09/2022,21,12,6,12,19,20,0,56,10,1019,46.25,23,4,11,113,122,122,0,5,7.4,météo correcte,19:47:00,07:39:00,13
24/09/2022,16,13,17,13,16,16,0.3,83,10,1014,86.625,16,10,12,122,122,176,0,3,6,météo défavorable,19:45:00,07:40:00,14
25/09/2022,17,12,9,12,15,16,0,86,10,1014,56.375,17,11,12,119,122,116,0,4,7.4,météo correcte,19:43:00,07:41:00,12
26/09/2022,17,12,26,13,17,13,1.7,77,8.875,1013,77,17,11,12,119,119,296,0,4,6,météo défavorable,19:41:00,07:43:00,12
27/09/2022,14,9,20,9,13,14,0.4,76,9.875,1008,59.75,14,8,7,119,116,176,0,3,6,météo correcte,19:38:00,07:44:00,10
28/09/2022,16,12,16,12,15,15,0.4,67,10,1003,62.375,16,11,11,116,119,176,0,3,7.4,météo correcte,19:36:00,07:46:00,13
29/09/2022,15,10,12,11,12,14,0.5,75,10,1007,51.625,15,8,9,116,176,353,0,4,7.4,météo correcte,19:34:00,07:47:00,10
30/09/2022,21,9,7,9,19,18,0,63,10,1011,14.375,21,5,9,113,113,113,0,5,11.6,météo favorable,19:32:00,07:49:00,10
